1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214
0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,19,,,,0,0,0,,,0,0,0,,0,11,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,0,,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,,0,3,0,,0,1,0,,,0,0,,35
10,2,2,,,0,0,10,2,,0,109,0,,,66,0,1,144,0,0,,0,1,51,1,31,,4,0,0,28,0,,0,,,,,0,"1,828",15,,,,2,0,126,,,22,83,53,,0,0,4,158,29,,,5,5,,53,26,249,,,0,0,481,1,174,,0,,2,0,0,1,0,1,43,116,0,"1,080",217,26,6,57,,14,461,2,110,29,0,24,,,302,,,1,1,15,"1,111",0,0,,,14,6,3,52,,0,85,1,0,18,,,37,5,,2,,3,0,4,0,,1,35,188,,657,1,0,84,,18,3,53,,1,7,1,20,755,155,31,,,25,10,0,21,,0,8,1,0,4,1,,,18,19,1,,178,121,184,0,0,,0,41,0,0,22,101,23,0,1,187,,0,15,0,2,9,,,0,5,16,,"1,907",178,4,,5,1,725,,,1,2,,"13,475"
0,2,1,,,0,0,1,1,,8,0,0,,,6,0,0,45,0,0,,0,0,214,0,11,,11,0,0,1,0,,0,,,,,0,56,0,,,,0,0,90,,,0,284,7,,0,0,0,47,0,,,0,0,,0,4,76,,,0,1,743,0,5,,0,,0,0,0,0,0,0,0,183,0,57,4,13,1,1,,3,61,0,6,3,0,0,,,8,,,0,0,1,18,0,0,,,2,19,0,18,,0,0,0,0,0,,,0,2,,1,,0,0,3,0,,0,0,14,,0,0,0,100,,4,0,7,,0,0,0,3,60,187,2,,,84,4,0,0,,0,0,0,"2,245",0,0,,,76,42,0,,3,21,0,0,0,,0,1,0,0,9,106,6,0,0,16,,0,0,0,9,38,,,0,0,4,,14,21,0,,0,0,12,,,0,0,,"5,105"
0,0,0,,,0,0,0,43,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,,0,0,0,,0,0,0,0,0,,,0,0,,0,0,0,,,0,4,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,0,,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,24,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,8,,0,0,0,,0,0,0,,,0,0,,78
0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,1,0,,,,0,0,0,,,0,0,0,,0,0,0,0,0,,,0,0,,0,0,1,,,0,0,1,0,0,,0,,0,0,0,0,27,0,0,0,0,1,0,0,0,0,,0,0,7,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,0,,0,,0,0,0,0,,0,0,0,,0,0,0,2,,0,0,0,,0,0,0,0,1,0,0,,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,,,0,0,0,,2,9,0,,0,0,0,,,0,0,,56
0,0,4,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,,0,0,0,,0,0,0,117,0,,,0,0,,0,0,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,596,0,28,0,0,,0,0,0,0,2,0,0,,,0,,,0,0,0,3,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,0,,0,,0,0,4,0,,0,0,0,,0,0,0,0,,0,2,113,,0,0,0,0,122,0,0,,,0,0,0,0,,0,8,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,4,0,0,0,0,3,0,0,0,,0,0,0,2,0,,,0,0,0,,0,0,0,,0,0,0,,,2,0,,"1,010"
0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,,0,0,0,,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,"3,120",0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,0,,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,28,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,,0,0,,"3,148"
0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,,0,0,0,,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,0,,0,,0,0,0,2,0,0,0,0,0,2,0,0,0,0,,0,0,1,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,0,,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,3,,3,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,,,0,0,0,,6,3,0,,0,0,0,,,0,0,,21
0,0,0,,,0,0,0,7,,0,0,4,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,,0,0,0,,0,0,0,0,0,,,0,0,,0,0,0,,,0,1,10,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,3,0,0,0,,,14,0,0,0,,0,0,0,0,0,,,0,0,,4,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,528,0,,,0,321,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,114,,0,0,0,,0,0,0,,,0,0,,"1,006"
1,2,37,,,0,0,1,2,,5,21,0,,,4,0,0,0,0,0,,0,2,0,0,16,,4,0,2,1,2,,0,,,,,0,97,8,,,,1,1,0,,,0,18,18,,0,5,4,10,1,,,2,1,,0,9,"1,703",,,0,0,325,1,19,,0,,4,0,0,0,3,1,1,34,0,77,12,5,0,4,,5,254,1,12,4,0,2,,,23,,,0,0,5,52,0,0,,,9,354,0,0,,0,0,0,0,0,,,6,3,,1,,0,0,383,0,,0,2,252,,1,0,0,52,,6,0,20,,0,0,0,6,42,104,43,,,32,17,11,0,,0,0,7,0,0,0,,,4,0,0,,5,292,2,0,0,,0,1,0,0,11,40,8,0,0,23,,3,0,0,37,22,,,0,1,2,,41,34,0,,0,0,31,,,0,0,,"4,733"
0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,6,0,,,,0,0,0,,,0,0,0,,0,0,0,0,16,,,0,0,,0,0,0,,,0,0,0,0,0,,0,,64,0,0,0,0,20,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,5,,0,,0,0,0,0,,0,0,0,,0,0,0,1,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,,1,5,0,,0,0,0,,,0,0,,123
0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,1,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,,0,0,0,,0,0,0,0,0,,,0,0,,0,0,18,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,0,,0,,0,0,0,0,,0,0,0,,0,0,25,550,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,33,0,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,,0,0,,626
0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,,0,0,0,,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,0,,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,3,,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,,9,8,0,,0,0,0,,,0,0,,20
0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,4,0,,,,0,0,0,,,0,0,0,,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,123,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,0,,0,,0,0,0,0,,0,1,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,,0,0,,128
0,0,0,,,0,0,28,0,,0,1,0,,,0,0,0,11,2,0,,0,0,0,0,61,,0,0,0,0,0,,0,,,,,0,4,3,,,,1,0,0,,,0,0,1,,0,0,2,0,0,,,0,0,,0,0,7,,,0,0,8,0,0,,0,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,,0,2,0,5,0,0,0,,,4,,,0,0,0,1,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,25,,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,6,28,0,1,0,,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,,0,18,0,0,0,,0,0,0,0,0,4,0,0,0,0,,0,0,0,0,0,,,0,0,0,,1,12,0,,0,0,0,,,0,0,,244
0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,15,,,0,0,0,,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,0,,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,,0,0,,16
0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,,0,0,0,,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,0,,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,,0,0,,0
0,0,0,,,0,0,17,0,,2,16,0,,,0,0,0,32,0,0,,0,24,1,0,0,,0,0,0,0,0,,0,,,,,0,53,7,,,,1,0,1,,,0,4,2,,0,0,2,10,1,,,0,0,,0,0,81,,,0,0,72,0,3,,0,,1,0,0,1,0,0,0,12,0,3,0,0,0,0,,2,106,0,164,0,0,0,,,24,,,0,0,0,166,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,2,,0,,0,0,0,0,,0,0,7,,0,0,0,0,,1,0,0,,1,0,34,22,0,17,333,,,5,2,0,0,,0,0,0,0,0,0,,,1,1,0,,0,331,0,0,0,,0,0,0,0,2,21,7,0,0,0,,0,0,0,0,0,,,0,0,1,,6,31,7,,0,1,0,,,0,0,,"1,644"
0,0,0,,,0,0,0,0,,2,0,0,,,2,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,15,0,,,,0,0,0,,,0,0,0,,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,16,14,0,0,0,,0,0,0,0,0,0,0,,,1,,,0,0,0,0,0,0,,,0,0,0,0,,0,52,0,0,0,,,0,0,,0,,0,0,0,0,,0,12,1,,0,0,0,0,,0,0,1,,0,0,0,0,49,0,0,,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,49,,0,0,0,0,0,,,0,0,0,,6,0,0,,0,0,0,,,0,0,,223
0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,,0,0,0,,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,0,,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,21,,,0,0,0,,0,0,0,,0,0,0,,,0,0,,21
0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,2,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,228,0,,,0,0,0,,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,5,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,24,0,,,0,0,,0,,0,0,0,0,,0,0,0,,0,0,6,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15,0,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,,0,0,,279
0,0,0,,,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,,,,,0,0,0,,,,0,0,0,,,0,0,0,,0,0,0,0,0,,,0,0,,0,0,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,,,0,0,0,0,0,0,,,0,0,0,0,,0,0,0,0,0,,,0,0,,0,,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,,,0,0,10,0,,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,,0,0,,11
